City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
65,benjamin constant,-4.3831,-70.0311,27.03000000000003,83,0,0.51,BR,1696121359
66,yenotayevka,47.2456,47.0281,13.840000000000032,57,7,4.1,RU,1696121360
67,thompson,55.7435,-97.8558,6.090000000000032,87,75,2.06,CA,1696121361
68,bardai,11.65,7.2333,22.310000000000002,87,100,2.33,NG,1696121361
69,mount pearl,47.5166,-52.7813,10.189999999999998,95,20,1.03,CA,1696121361
70,la rinconada,37.4873,-5.9826,25.03000000000003,45,0,2.06,ES,1696121362
71,ravar,31.2656,56.8055,18.560000000000002,23,4,0.72,IR,1696121362
72,hami,42.8,93.45,18.890000000000043,20,100,2.08,CN,1696121362
73,bilibino,68.0546,166.4372,-4.479999999999961,87,100,2.99,RU,1696121363
74,nuuk,64.1835,-51.7216,1.3400000000000318,80,20,3.09,GL,1696121363
75,baukau,51.5526,7.2042,14.110000000000014,88,100,2.66,DE,1696121363
76,riachao das neves,-11.7461,-44.91,26.5,25,77,1.4,BR,1696121364
77,georgetown,5.4112,100.3354,28.860000000000014,92,20,1.03,MY,1696121364
78,invercargill,-46.4,168.35,14.450000000000045,80,85,6.26,NZ,1696121364
79,waitangi,-43.9535,-176.5597,12.680000000000007,72,13,4.47,NZ,1696121365
80,mogocha,53.7333,119.7667,8.28000000000003,58,13,0.42,RU,1696121365
81,queenstown,-31.8976,26.8753,8.050000000000011,71,37,1.93,ZA,1696121366
82,keflavik,64.0049,-22.5624,9.950000000000045,87,100,9.77,IS,1696121185
83,dartmouth,44.6713,-63.5772,14.75,96,100,3.09,CA,1696121366
84,kingston,17.997,-76.7936,28.53000000000003,91,40,4.63,JM,1696121366
85,badger,64.8,-147.5333,10.550000000000011,45,0,3.6,US,1696121367
86,vernon,50.2581,-119.2691,16.340000000000032,58,98,2.06,CA,1696121112
87,longboat key,27.4125,-82.659,26.77000000000004,62,75,6.17,US,1696121367
88,mazatlan,23.2167,-106.4167,32.98000000000002,70,20,3.6,MX,1696121242
89,margaret river,-33.95,115.0667,15.970000000000027,71,92,8.69,AU,1696121368
90,ribeira grande,38.5167,-28.7,19.32000000000005,83,100,3.58,PT,1696121368
91,selfoss,63.9331,-20.9971,8.910000000000025,81,100,7.96,IS,1696121368
92,port mathurin,-19.6833,63.4167,22.980000000000018,79,23,10.37,MU,1696121369
93,natal,-5.795,-35.2094,26.120000000000005,78,40,5.14,BR,1696121369
94,sinton,28.0367,-97.5092,30.060000000000002,67,0,5.88,US,1696121369
95,kolobrzeg,54.1757,15.5834,15.640000000000043,72,100,7.46,PL,1696121370
96,ebon,4.582,168.6964,29.140000000000043,70,92,3.65,MH,1696121370
97,mikhaylovka,50.06,43.2379,11.5,65,13,2.59,RU,1696121370
